"Reject","HITID","AssignmentID"
"x","3T8DUCXY0N6JTAM1GYT9KJJARIXT99","336YQZE83VEZ1CSZUDKIB9F3ECCM5J"
"x","3T8DUCXY0N6JTAM1GYT9KJJARIXT99","33LKR6A5KEK4QPH02NJIUXXEW43T19"
"x","3T8DUCXY0N6JTAM1GYT9KJJARIXT99","3C8HJ7UOP7UX8QCO11RY0DMYFBIZM1"
"x","3T8DUCXY0N6JTAM1GYT9KJJARIXT99","3EA3QWIZ4IVFQVDYAU4OMWE0D6DITP"
"x","3T8DUCXY0N6JTAM1GYT9KJJARIXT99","3M0NZ3JDP1YZ0JRI92ACJBBCTGV5ZK"
